"id","loss"
4,1615.44262428541
6,2340.32635074318
9,11541.9260059606
12,5086.10456208549
15,734.638119309786
17,1848.12797659392
21,1890.92713948633
28,1293.94776019872
32,2388.10370188375
43,3462.68473144754
46,2293.67830322567
50,1563.4561764616
54,1484.12886581085
62,1881.99690718497
70,1473.49479551377
71,3973.08761532363
75,1563.5184027854
77,2486.49144407406
81,2256.09229055831
83,2537.58167097188
87,1747.23431387051
97,2644.47710912758
103,1757.52706848622
119,1351.41231668374
120,2197.34436701411
127,1547.0266864993
138,3718.0926769818
141,2485.89199409651
148,1475.82173862762
150,1811.9797487641
151,2289.55086416338
158,1709.28732100228
160,7125.80611590563
165,2426.84548771871
168,3975.82261074606
169,2960.1397929705
177,2159.96091683464
178,3366.64074213717
184,1350.70377787327
194,10635.7126419326
198,1616.25307272119
203,4861.48948854456
211,2715.66388686659
217,1385.71641367306
219,1375.83749439022
221,2439.19226094442
227,2651.53073462004
230,1329.08403292185
235,2383.92593303533
240,914.92182983966
243,2403.52392578443
249,3549.8646364351
253,2345.99438369263
258,1370.19545354999
261,1622.37600032899
263,2937.48270529098
264,3659.45672511165
265,4848.88257724318
268,1790.55449192949
271,1276.30337705164
274,6352.9281496034
275,1111.06187819697
279,1961.48490436833
282,1026.29241898065
286,2093.79889942707
288,1387.69719421413
294,2666.44762602488
296,1343.79516087281
297,1531.47997085484
300,937.278225915262
303,7117.48999776235
314,1714.84165787371
315,4512.45789588321
321,2078.96090900863
323,3627.08561391534
330,3401.73114952153
341,1761.07728622765
342,3872.55184209117
352,1585.98821920016
353,4613.05297511711
360,4990.67896368875
361,1577.27188016052
362,3605.74658907799
366,1434.25758059925
372,3234.24358218342
376,4163.61789891254
377,2815.52135658747
379,1450.89662707781
380,3461.96873472638
387,1846.42350155637
392,1374.48852560157
394,5603.52992201585
395,1610.31644912514
397,1263.34164544577
407,4667.13660910389
411,3328.34046536856
416,2431.65226251592
417,1636.68133357605
419,3240.31780042174
428,4382.74622994739
431,2702.48593676886
436,5197.61167887601
438,1510.96003106722
445,6992.48251288042
446,5430.42157301
455,1320.50017821963
456,1254.77441286088
461,1281.33960374221
463,1697.34914676997
464,3601.65477889182
466,1694.1635675508
467,2394.40776579204
470,1279.55782916922
475,1784.62533025554
482,3383.55513631828
490,3854.29975228012
496,1508.02223517666
497,4855.09773616365
508,2892.861159118
510,1911.5812960234
512,3063.42735025814
513,2719.56488666141
523,2038.26682729319
531,4814.25210871564
532,2582.76154125184
533,1542.62874375643
537,1434.08614914844
544,4062.2705777988
547,3181.31657382886
556,9155.38390604124
565,1991.38567803311
566,1682.02019619899
571,1328.4498265268
573,1649.64488786838
574,1384.13991379277
581,2196.54201501274
585,1900.22413070562
589,2634.56862026341
597,1927.58052090971
601,1746.06473802245
602,1905.77154801318
613,1626.98565851919
616,1481.61557406415
619,2161.48508810802
622,2356.75145133408
623,2690.05650819318
629,1394.08152251811
634,1768.39602373485
638,1060.8238621745
642,1412.87974186492
643,2072.24202832779
645,1200.36038653202
648,4788.98591954323
652,1800.45038064234
664,1271.85545555197
666,1945.56012876723
672,1043.07012774475
676,2009.27231771746
678,3405.12297066346
682,1840.75410228346
686,2132.00613122168
688,3336.79645005165
689,1874.65937248846
690,1759.03605917958
692,5529.47647724865
695,1558.71159050729
697,2962.07520914661
698,1957.43196690473
706,1830.11279374035
708,1503.13765544657
712,2574.03612712688
715,2965.89223234886
717,1355.99974800163
725,2940.1917578711
729,1424.21720326194
737,1757.80711500957
739,3600.25920200957
747,3319.89127041466
753,2663.71800269282
758,2999.33959770573
759,2303.6077998893
763,1379.08847123818
773,3754.03809263878
774,1658.35104671162
776,2062.5568299239
788,3977.71865145866
790,2867.27085313424
794,1630.62730840981
801,2164.09895535816
802,1696.2149587744
805,1581.26454864776
809,4843.12232307284
812,1110.25566588493
825,1833.11009897854
828,1956.90325742296
830,2228.43192568524
833,1349.14879061983
850,4424.27331396302
852,5171.85828145829
862,1872.76083431839
863,1761.91532784999
864,1385.06476483278
865,2525.92080901839
868,5981.80357701826
872,2013.65485157761
879,5087.75329879722
880,1576.08243150176
883,1801.03233761087
886,1843.9815295436
923,1611.45799386178
924,1345.86362338054
932,1897.10588321635
945,5106.2371147483
947,5791.20950611644
948,2184.37745505722
955,2954.53618916968
963,4986.85880244456
979,1231.87606781035
989,1322.62019534119
994,2608.2108428613
995,1537.30385790975
998,1500.43544405703
1000,3788.23223579976
1018,2390.31863172669
1019,2163.92085021153
1028,2135.76322320582
1034,1680.94360364952
1038,1805.73999947594
1040,1948.65821189243
1042,1850.85065782924
1057,7075.85650850338
1058,1237.91765209003
1063,1295.16783523744
1066,3015.67111215304
1071,3802.53988600918
1073,3856.91046753076
1074,2245.00079691186
1077,2797.42938961901
1080,10446.6820520176
1088,918.857551367089
1096,1253.73702193215
1097,6384.14909578321
1105,3664.41039554323
1115,1829.91726044798
1116,2147.59692558574
1122,1817.88478800692
1130,3266.28554657159
1133,1067.0726169889
1137,3168.76048812407
1140,1618.39349363038
1143,7835.35703648576
1149,5354.53375598537
1150,1097.5682604943
1153,1448.31031235319
1157,1442.87092418311
1180,880.642994437606
1183,1349.09560572991
1188,2154.41961955601
1193,1421.65412638211
1200,993.368904777195
1209,2785.15700756004
1214,1728.30354771941
1219,2638.31510254691
1223,3179.44677962937
1227,1229.52107858707
1228,1057.62229460233
1229,3476.84825088169
1233,1608.67188752568
1238,3255.43340363656
1239,1517.1635464901
1241,3434.30626459582
1243,1847.21991807465
1244,1644.02289268118
1245,4402.99102328735
1277,3486.72180634714
1279,3899.29829587821
1292,5822.59085027851
1293,1349.21527430003
1299,4761.89706255436
1304,2256.29608016822
1313,4299.04798168068
1328,1982.15749627715
1330,1308.77978077623
1334,1697.36543191822
1335,1676.54674681158
1336,2956.79630693986
1341,1442.68918963416
1344,1421.42061718229
1351,1630.16996012062
1352,1686.95527039314
1354,1929.55567255299
1368,5386.7384813452
1373,1844.60929817276
1375,880.941904395809
1381,1682.1476337504
1384,1785.91845603286
1385,2586.4794101396
1388,7475.21196900593
1401,3352.60698017662
1402,3104.39679886285
1404,1681.45311400513
1406,1653.55795399011
1409,1123.86985900934
1422,1322.94985403951
1429,2500.15097040234
1433,4865.79701561792
1438,1477.6046661832
1444,1961.60858906526
1446,1611.85537186336
1450,1404.9179355325
1451,946.799372073487
1454,1817.94252097967
1458,2072.65812636325
1461,3092.06669271335
1464,4685.85520644773
1465,1549.18894803296
1478,1718.93108313661
1479,1812.3424296235
1480,2264.007980022
1484,1785.01904803469
1486,1300.46873651427
1488,1279.97978320026
1489,2948.45606270747
1491,1098.05962414267
1507,1991.59885496163
1515,1141.88404647575
1519,2030.06164540502
1528,1649.47026418837
1529,1022.68170192485
1530,2196.72029224767
1532,1171.1968034215
1541,1655.37603099701
1542,3445.15002061066
1547,1439.8326485525
1549,1251.26441798259
1553,1963.45645609859
1554,3524.36083419105
1555,1544.2049376159
1559,1371.53175177642
1565,1108.56860119177
1568,1359.0730032694
1576,2627.87786258143
1579,1222.64890763768
1592,1314.8756660095
1596,2951.3639231359
1605,1349.85366282022
1607,1536.31501665643
1612,1690.71645506473
1617,2637.53564306831
1619,1763.85092525865
1620,7484.9312966432
1624,1762.87352823527
1627,1614.93887395677
1633,2465.95363177334
1636,1876.95972119622
1639,1490.34793723602
1640,2228.16329229829
1644,1545.97236695847
1646,1742.82330643929
1647,2686.02979157834
1654,1206.10270579339
1655,3013.96341221243
1664,4413.02375025063
1665,1978.45633834406
1667,4348.50558943296
1669,1202.30085793166
1678,1835.05577104071
1682,2857.69126169046
1689,1434.98870379958
1690,3326.61470017475
1693,5187.64491379333
1695,997.571268938296
1705,1540.43807539825
1706,2461.08420471784
1708,2739.8183063487
1716,1709.35105140572
1720,12343.7925061648
1722,1505.38871227648
1749,3376.66857455655
1750,2088.81018501489
1751,9536.76612903314
1760,2610.93849139272
1763,2863.03227714049
1770,1518.58394563425
1777,2148.62253959982
1785,2741.76747453874
1791,1102.823217733
1794,3764.40645711919
1800,1690.11070120729
1816,984.798181710038
1817,1761.15583742049
1821,2365.89434744514
1836,1303.4523855963
1838,2093.12305005033
1851,2158.97759464356
1852,3437.15985666286
1854,1959.6551980897
1856,1345.13698874762
1865,1081.03196791056
1872,1255.92917191291
1878,1184.14469206387
1880,1439.45267307643
1881,1334.42908331304
1882,1805.62714611027
1886,1126.06091569775
1892,1957.12336585969
1894,2771.51477059835
1898,2479.99941075595
1899,2580.61540605176
1902,1717.36521216188
1903,4711.51239288519
1906,2660.25984655886
1910,2789.06546630062
1911,2173.3223529765
1914,2598.35929671625
1929,2639.57947285621
1932,1353.19767093194
1952,1428.78379101343
1959,1419.8287027521
1960,1676.72392700473
1976,2551.73976433084
1980,2779.12490420193
1981,1571.92224687718
1987,1602.42654100737
1994,1487.09635703421
2000,1733.85234327309
2008,2252.3989017912
2011,1767.91927046192
2012,6892.27333368799
2019,1712.39619944682
2022,3070.59025521567
2024,4897.56906216008
2028,1092.23837041567
2030,4242.7582295765
2031,8251.08708875433
2047,1822.16534947613
2049,1400.17560022077
2050,1375.52794063469
2051,3201.17415883375
2056,1854.54073880506
2057,1232.66283689891
2059,2377.45806135164
2069,2915.48123353681
2085,2394.70221468607
2089,868.056177937321
2090,2220.85676811967
2101,3503.21314228676
2114,2679.42625527351
2115,1294.63321715411
2118,1546.13721855182
2119,1548.04496687182
2125,1642.57964940057
2128,3898.99728347695
2129,1698.45504481429
2132,1920.69100655948
2133,3040.46543709013
2135,1026.38130295415
2136,1644.70711392796
2143,1246.95127115868
2144,1423.68444352089
2145,3631.36556302965
2152,1581.0080564324
2160,3372.73106513952
2166,1669.05965901783
2169,1430.67995558436
2170,1869.43665139228
2172,2002.63915693644
2181,1984.92290479186
2183,1470.09723912612
2185,2408.66863398624
2188,1766.17653804813
2189,2429.0333987537
2194,2034.21267137208
2202,1216.22570271994
2208,2254.33852520195
2227,1305.22848312419
2230,5029.44958587648
2235,2139.91908292582
2236,1647.42892010825
2244,7459.77572590564
2248,1571.98815173555
2252,1405.26081961454
2254,1407.28747329901
2260,6614.42202764014
2263,2230.0049535467
2274,1611.79662353809
2277,1474.62192903496
2279,4736.21204360944
2280,8063.08418228709
2283,3125.28329228062
2284,1409.79867370462
2288,3888.07807675997
2292,1407.91758941069
2295,6642.606697329
2296,1665.78812046643
2299,2422.45511872456
2315,8126.25644346013
2318,1577.78891160786
2329,10198.6932147296
2337,1371.81353817671
2340,901.018706469833
2342,1793.82421878851
2347,5335.54398783519
2349,6585.98455817347
2354,1685.49281076392
2361,1940.9060647379
2370,1702.75443037636
2378,2512.25765915737
2382,4620.42110552074
2387,1611.31979585656
2389,1680.55080080472
2394,1595.39098475496
2396,1809.55971331196
2400,2980.72108054014
2407,2559.51329516649
2414,1182.13443784678
2415,2320.60304668214
2421,2250.48885469189
2427,1715.20326680469
2428,3422.35113276706
2430,2348.20000742334
2435,1734.73225794926
2445,2990.20538006477
2446,2065.36795535161
2447,1561.97852633309
2449,2393.30944463697
2451,1958.57211611965
2458,8663.35528006348
2462,7365.62874530331
2463,2095.95463582566
2467,2987.32551187012
2471,5311.79160392285
2475,2769.37597840698
2478,1957.12336585969
2483,3485.65663288735
2485,1584.36405660433
2487,1081.33131626574
2494,1166.16497084373
2497,1816.52661542657
2499,1491.07189881972
2503,2382.98477098932
2513,3591.05400371191
2515,2001.23850200086
2522,1740.10896919103
2523,2001.65209598225
2528,3252.28776933624
2532,5629.52901815729
2536,1387.30810636634
2538,1504.89273686094
2539,1404.64245675499
2540,2881.37621562365
2545,8745.70181282987
2548,1486.88881648072
2549,1511.25213005449
2553,2065.80008120828
2563,1706.88896376298
2566,2339.16132621002
2574,1754.49393360864
2575,3634.51649818582
2584,1966.17957257694
2588,3199.37118836502
2589,1394.30045133372
2592,2331.16351743316
2596,1477.9422766199
2598,2102.31763555777
2602,1239.92801815844
2603,1733.33417415379
2607,1821.06448307382
2609,2129.67212693298
2611,8876.54685255285
2627,1987.46859027973
2628,1792.62095849999
2630,1961.03351527948
2633,2415.37445037864
2636,6729.68582427772
2640,1265.00469138245
2641,1260.64792260292
2657,3730.73146339906
2659,1320.99618029549
2662,904.332274447546
2663,1365.75579774789
2667,2895.92729389343
2670,1191.22751668238
2682,1856.26374072667
2694,2716.1672177779
2699,7444.98293256492
2700,1852.99342519304
2703,2954.9152703631
2708,1586.2335041997
2714,1237.87377099532
2725,1018.85376668551
2726,1280.25362376085
2727,1310.02924962196
2732,2335.69363954063
2733,7810.18490319532
2736,4213.75398551711
2745,2567.36948607417
2760,1297.9123628672
2764,1723.87671059182
2765,5302.67394920219
2766,914.531677180852
2775,1518.02023264315
2783,3296.84853753682
2784,1320.72640471445
2786,2209.56818741163
2801,1357.72650088183
2803,1726.50219552681
2813,5992.76699125822
2815,7570.90787821142
2816,1519.55284955355
2818,2678.28962123749
2819,6040.01621549776
2822,1404.47260174632
2825,1702.20831174618
2826,1612.88031817479
2830,2113.41702416772
2834,1476.14939922689
2835,6699.45125259578
2856,2270.15346830266
2873,5929.05946137814
2886,8386.58770409854
2892,1341.70006022223
2896,1203.58127490417
2897,1535.2671615405
2899,1991.18714954383
2901,1718.26689529888
2909,5214.89392065214
2914,5647.30746725784
2915,1095.75417958883
2916,2266.55419429741
2919,1024.56513985533
2926,3246.02809360265
2927,1828.28983812144
2933,1545.10839959661
2934,2758.76716347083
2941,1871.39930867038
2942,1488.1730816483
2946,3318.54543897942
2949,1985.08127210014
2952,2072.5172513101
2957,3587.85569730053
2962,1988.19885856399
2963,1369.89449392594
2965,2131.51913169619
2966,3811.94102335846
2971,1983.54600990918
2975,1155.71438600957
2979,1357.76661161965
2985,9126.20997386027
2995,1557.28148819199
2996,1186.26230755168
3001,4548.49878242077
3007,2661.21199196997
3008,1533.85116254734
3014,3729.67074209195
3017,8534.47561261938
3021,1255.8583610398
3025,2687.81660826777
3026,1417.40828370337
3034,1437.52132075319
3035,2386.88716133325
3044,1716.96845961184
3046,2160.49662854794
3047,5317.59778523962
3057,2469.02922837452
3059,3834.36308886285
3063,8847.86277751251
3065,1665.28641004618
3067,2997.59787788366
3069,1976.72851241359
3076,3424.64913263305
3086,1596.99433655659
3088,2919.59602620549
3090,1628.85092379497
3096,2691.78238740515
3100,1229.21028053938
3102,1662.01614878308
3103,3128.88142062277
3107,1562.22723622727
3118,1196.14393490444
3120,3456.97462541868
3123,2372.30866958813
3128,1243.86767991641
3132,1228.50033333517
3140,1568.54916769834
3152,2435.88205887339
3165,2958.33206372122
3183,2184.8277336372
3190,1022.54178511475
3197,1914.47503760562
3201,1332.85679287911
3203,2100.98525489271
3214,2911.28285254988
3219,1578.05341861664
3220,1779.81617277121
3221,3351.84814250466
3229,1774.83409208641
3234,1335.77155815931
3235,3748.65696299471
3240,1224.45452165769
3241,1606.37407810451
3249,2285.91858458956
